Model,Year,HorsePower,Fuel,Mileage,Transmission,Price
BMW 328i Limo. Luxury*NAVI-PROF*HEAD-UP*LEDER*XENON,2012,180 kW (245 CP),Benzina, 93.860 km,automata,21.950 EUR (brut)
BMW 320i Lim. Klimaauto Start/Stopp AHK PDC Temp EU5,2011,125 kW (170 CP),Benzina, 149.980 km,manuala,7.790 EUR (brut)
BMW 318d Gran Turismo Advantage Xenon Navi Bus. USB,2015,110 kW (150 CP),Diesel, 79.300 km,automata,18.970 EUR (brut) 15.941 EUR (net)
BMW 325xi *HU NEU*Kundendienst NEU*,2007,160 kW (218 CP),Benzina, 145.012 km,manuala,7.490 EUR (brut)
BMW 320d Limous.Navi Prof HUD Leder LED Leder EUR6,2016,140 kW (190 CP),Diesel, 83.830 km,manuala,18.499 EUR (brut) 15.545 EUR (net)
BMW 318i Limousine Advantage LED Tempomat AHK USB,2018,100 kW (136 CP),Benzina, 13.200 km,manuala,26.880 EUR (brut) 22.588 EUR (net)
BMW 330d Limousine HK HiFi DAB LED WLAN Navi Prof.,2018,190 kW (258 CP),Diesel, 19.500 km,automata,42.440 EUR (brut) 35.664 EUR (net)
BMW 320d xDrive Limousine Luxury Line HK HiFi DAB,2019,140 kW (190 CP),Diesel, 1.100 km,automata,55.500 EUR (brut) 46.639 EUR (net)
BMW 330i Limousine M Sport Gestiksteuerung Head-Up,2019,190 kW (258 CP),Benzina, 1.100 km,automata,61.900 EUR (brut) 52.017 EUR (net)
BMW 320d xDrive Limousine Luxury Line HK HiFi DAB,2019,140 kW (190 CP),Diesel, 1.100 km,automata,55.500 EUR (brut) 46.639 EUR (net)
BMW 320i xDrive Limousine HK HiFi DAB LED RFK Shz,2018,135 kW (184 CP),Benzina, 7.200 km,automata,38.620 EUR (brut) 32.454 EUR (net)
BMW 340i xDrive Gran Turismo Luxury Line Head-Up,2017,240 kW (326 CP),Benzina, 59.400 km,automata,34.970 EUR (brut) 29.387 EUR (net)
BMW 320d Limousine Head-Up HiFi LED WLAN RFK Shz,2018,140 kW (190 CP),Diesel, 16.800 km,automata,37.620 EUR (brut) 31.613 EUR (net)
BMW 325i xDrive Automatik//Garantie//1. Hand/TÃœV NEU,2010,160 kW (218 CP),Benzina, 28.915 km,automata,16.950 EUR (brut)
BMW 318d 2.0 F30 Limo/NAVI/XENON/AHK EL/PDC/SHZ,2013,105 kW (143 CP),Diesel, 73.100 km,manuala,13.900 EUR (brut)
BMW 318i Limousine Advantage HiFi LED Navi Bus. Shz,2018,100 kW (136 CP),Benzina, 20.900 km,manuala,26.980 EUR (brut) 22.672 EUR (net)
BMW 318i Limousine Advantage HiFi LED Navi Bus. Shz,2018,100 kW (136 CP),Benzina, 19.900 km,automata,26.880 EUR (brut) 22.588 EUR (net)
BMW 320d DPF Limousine/DPF/NAVI/Klimaautom.,2007,163 kW (222 CP),Diesel, 308.000 km,manuala,4.500 EUR (brut)
BMW 325i xDrive Xenon Klimaaut. Tempomat PDC,2007,160 kW (218 CP),Benzina, 55.071 km,manuala,11.990 EUR (brut)
BMW 320d Lim. M-Sportline*KEYLESS*NAVI*XENON*EURO6*,2013,120 kW (163 CP),Diesel, 144.376 km,manuala,13.990 EUR (brut)
BMW 318i | Tieferlegung | Sportauspuff | Sportfahrw.,2007,95 kW (129 CP),Benzina, 205.000 km,manuala,6.000 EUR (brut)
BMW 320d NAVI-PROF SPEEDL KOMFZG XENON Xenon USB,2015,135 kW (184 CP),Diesel, 23.500 km,manuala,22.990 EUR (brut)
BMW 318d M Sportpaket,2013,105 kW (143 CP),Diesel, 64.500 km,automata,18.490 EUR (brut)
BMW 316i Limousine Xenon Navi Bus. Tempomat USB Shz,2015,100 kW (136 CP),Benzina, 54.660 km,manuala,16.990 EUR (brut) 14.277 EUR (net)
BMW 320d GT xDrive Autom. HuD Panorama EURO6 Lux.Lin,2014,135 kW (184 CP),Diesel, 52.000 km,automata,24.000 EUR (brut)
BMW 320d M Sportpaket,2016,140 kW (190 CP),Diesel, 182.400 km,automata,17.900 EUR (brut) 15.042 EUR (net)
BMW 318 318d Aut. Klima Navi Tempo PDC LED,2018,110 kW (150 CP),Diesel, 8.951 km,automata,19.750 EUR (brut) 16.322 EUR (net)
BMW 320d Lim. / Luxury Line / Autom. / Xenon / Leder,2012,120 kW (163 CP),Diesel, 53.900 km,automata,17.950 EUR (brut)
BMW 320d EfficientDynamics Edition*TÃœV*INSPEKTION*,2013,120 kW (163 CP),Diesel, 100.000 km,automata,14.590 EUR (brut)
"BMW 318i M-SPORTPAKET NAVI LED SHZ PDC HIFI USB 18""",2016,100 kW (136 CP),Benzina, 36.000 km,manuala,25.950 EUR (brut)
BMW 318i*PDC*SHZ*Alu*Klima*M Paket*Leder*Fina ab 89‚¬,2010,105 kW (143 CP),Benzina, 107.500 km,manuala,11.500 EUR (brut)
BMW 320i Limousine; Sport Line; Live Cockpit Plus;;,2019,135 kW (184 CP),Benzina,0 km,automata,45.945 EUR (brut) 38.609 EUR (net)
"BMW 320d A xDrive Lim Navi,LED,Luxury,LM,PDC,uvm",2016,140 kW (190 CP),Diesel, 112.254 km,automata,21.990 EUR (brut) 18.479 EUR (net)
BMW 328i Grand Tourisimo / Voll Scheckh.Bmw / FzNr.1,2013,180 kW (245 CP),Benzina, 84.000 km,automata,22.950 EUR (brut)
BMW 328i Gran Turismo / Voll Scheckh. Bmw /FzNr.1,2013,180 kW (245 CP),Benzina, 84.000 km,automata,22.950 EUR (brut)
BMW 3 Lim. 320d  2.Hand Navi Leder Alu Pdc TÃ¼v NEU,2014,120 kW (163 CP),Diesel, 119.000 km,manuala,14.999 EUR (brut)
BMW 320i*Xenon*Leder*1.Hand*18 Zoll Breyton*64Tkm*,2005,110 kW (150 CP),Benzina, 63.900 km,manuala,8.690 EUR (brut)
BMW 325i *MPAKET*LED*XENON*NAVIPR.*ALCANTARA*GEPFLEG,2011,160 kW (218 CP),Benzina, 95.300 km,automata,14.999 EUR (brut)
BMW 320i,2009,125 kW (170 CP),Benzina, 117.000 km,manuala,10.900 EUR (brut)
BMW 320d GT Luxury Aut. Leder Navi Xenon HUD AHK 1HD,2015,135 kW (184 CP),Diesel, 150.000 km,automata,17.950 EUR (brut) 15.084 EUR (net)
BMW 320d Lim*SPORTLINE*NAVI*KLIMA*2-HAND*SCHECKHEFT*,2012,135 kW (184 CP),Diesel, 126.500 km,manuala,9.700 EUR (brut)
BMW 320 Gran Turismo mit 1 Jahr BMW Garantie,2015,135 kW (184 CP),Diesel, 78.000 km,automata,29.000 EUR (brut)
BMW 318d Limousine; Sport Line; Live Cockpit Plus; P,2019,110 kW (150 CP),Diesel,0 km,automata,46.165 EUR (brut) 38.794 EUR (net)
BMW 318i,2007,105 kW (143 CP),Benzina, 210.000 km,manuala,6.000 EUR (brut)
BMW 316d Limo High Executive 116ps - Navi,2012,85 kW (116 CP),Diesel, 199.560 km,automata,9.400 EUR (brut) 7.899 EUR (net)
BMW 318i Lim.*KLIMA*PDC*TEMPOMAT*SCHIEBEDACH*,2006,95 kW (129 CP),Benzina, 166.405 km,manuala,4.985 EUR (brut)
"BMW 330d xDrive Limousine, M sportpaket, Head Up Dis",2015,190 kW (258 CP),Diesel, 68.936 km,automata,27.675 EUR (brut) 23.256 EUR (net)
"BMW 318d Lim Automatik ""Navi., LED, Tel.",2017,110 kW (150 CP),Diesel, 87.600 km,automata,17.500 EUR (brut) 14.706 EUR (net)
BMW 318d Gran Turismo HiFi Xenon Pano.Dach Tempomat,2015,105 kW (143 CP),Diesel, 123.222 km,manuala,16.900 EUR (brut) 14.202 EUR (net)
BMW 335d xDr.GT M Sport ACC Kamera M Bremse Lenkradh,2018,230 kW (313 CP),Diesel, 7.965 km,automata,46.900 EUR (brut) 39.412 EUR (net)
BMW 320  d Autom.*NAVI*XENON*1.Hd.* EU6*,2015,135 kW (184 CP),Diesel, 9.580 km,automata,18.990 EUR (brut)
BMW 318d Leder Xenon GSD Tempomat USB Klimaaut.,2011,105 kW (143 CP),Diesel, 128.363 km,manuala,10.850 EUR (brut)
BMW 320d DPF Autom./PDC/Xenon/Standheizung/ALU,2007,120 kW (163 CP),Diesel, 221.000 km,automata,4.500 EUR (brut)
BMW 320i Luxury Line*Navi*Xenon*Leder*18 Zoll*,2012,135 kW (184 CP),Benzina, 71.000 km,manuala,18.450 EUR (brut)
BMW 320d Aut. Luxury Line *LED *Navi Prof *Head-Up,2016,120 kW (163 CP),Diesel, 87.000 km,automata,21.880 EUR (brut) 18.387 EUR (net)
BMW 320d - Facelift,2008,130 kW (177 CP),Diesel, 196.000 km,manuala,6.900 EUR (brut)
BMW 320d Aut. Sport Line,2017,140 kW (190 CP),Diesel, 33.000 km,automata,27.200 EUR (brut)
BMW 335i xDrive *Sport-line *Sport-Automatik,2013,225 kW (306 CP),Benzina, 99.000 km,automata,27.899 EUR (brut)
BMW 318d Aut. Luxury Line LED-Licht Navi PDC Hifi,2015,110 kW (150 CP),Diesel, 26.941 km,automata,20.990 EUR (brut) 17.639 EUR (net)
"BMW 320 Gran Turismo,M Sport,LED,",2017,140 kW (190 CP),Diesel, 98.876 km,automata,17.500 EUR (brut) 14.706 EUR (net)
BMW 330d FSE USB KLIMA PDC KAMERA NAVI LED EURO6,2015,190 kW (258 CP),Diesel, 49.626 km,automata,23.690 EUR (brut) 19.908 EUR (net)
BMW 330i  M-Sportpaket,2006,190 kW (258 CP),Benzina, 216.300 km,manuala,7.990 EUR (brut)
BMW 320d STEPTRONIC *NAVI*PDC*STAND-HZG*EU6*,2016,140 kW (190 CP),Diesel, 65.300 km,automata,19.990 EUR (brut) 16.798 EUR (net)
BMW 330d DPF,2007,170 kW (231 CP),Diesel, 244.000 km,manuala,7.800 EUR (brut)
BMW 335d X-DRIVE M-SPORTPAKET/NAVI PROF/EURO 6,2014,230 kW (313 CP),Diesel, 94.300 km,automata,28.390 EUR (brut)
BMW 320d Lim. Aut. PDC Klima Tempomat Schiebedach,2010,130 kW (177 CP),Diesel, 207.000 km,automata,6.850 EUR (brut)
BMW 318i Automatik Klimaautomatik Tempomat ESP,2007,95 kW (129 CP),Benzina, 136.290 km,automata,6.490 EUR (brut)
BMW 318i  1.Hand/ KLIMATRONIC/ XENON/PTS,2006,95 kW (129 CP),Benzina, 48.300 km,manuala,9.900 EUR (brut)
BMW 320i Gran Turismo Automatik Luxury Leder/Navi,2013,135 kW (184 CP),Benzina, 111.728 km,automata,17.850 EUR (brut) 15.000 EUR (net)
BMW 330i Navi/Xenon/Leder/el. GSD/AHK/PDC/Sportfahrw,2005,190 kW (258 CP),Benzina, 287.000 km,manuala,5.999 EUR (brut)
BMW 318d Aut. Navigation PDC,2015,105 kW (143 CP),Diesel, 121.137 km,automata,14.990 EUR (brut) 12.597 EUR (net)
BMW 328i Sport Line Schnitzer Leistungssteig.294 PS!,2012,216 kW (294 CP),Benzina, 174.173 km,manuala,14.995 EUR (brut) 12.601 EUR (net)
"BMW 320i Lim. Navi+Xenon+Head-Up,..., aus 1.Hand!",2012,135 kW (184 CP),Benzina, 148.383 km,manuala,13.390 EUR (brut) 11.252 EUR (net)
"BMW 320d A Lim Sport,Navi,LED Scheinwerfer,LM RÃ¤der",2018,140 kW (190 CP),Diesel, 30.658 km,automata,30.649 EUR (brut) 25.755 EUR (net)
"BMW 328i Gran Turismo, Sports, Panorama, HiFi",2016,180 kW (245 CP),Benzina, 42.000 km,automata,16.500 EUR (brut)
BMW 318 318i,2006,95 kW (129 CP),Benzina, 211.543 km,manuala,3.250 EUR (brut)
BMW 318i Lim.*MFL*SHZ*Klimaauto*PDC*StartStop*1-Hand,2010,105 kW (143 CP),Benzina, 110.000 km,manuala,7.999 EUR (brut)
BMW 320i -Navi -Klima -PDC -AUX -Steuerkette Neu,2005,110 kW (150 CP),Benzina, 135.000 km,manuala,6.990 EUR (brut)
BMW 320i LIMOUSINE ALUFELGEN!! NR:9082,2005,110 kW (150 CP),Benzina, 260.000 km,manuala,4.000 EUR (brut)
BMW 318d LIMOUSINE TOP!! NR:9077,2009,105 kW (143 CP),Diesel, 229.000 km,manuala,5.500 EUR (brut)
"BMW 320d Sport Line Leder HUD H&K Navi Xenon SD 18""",2012,135 kW (184 CP),Diesel, 110.000 km,manuala,15.480 EUR (brut)
BMW 316d LIMOUSINE! FACELIFT! NR:9048,2011,85 kW (116 CP),Diesel, 253.000 km,manuala,6.200 EUR (brut)
BMW 318i Auto Mit Rechtslenkung,2006,95 kW (129 CP),Benzina, 310.000 km,manuala,2.190 EUR (brut)
BMW 318d DPF Aut.sportpack.,2010,105 kW (143 CP),Diesel, 110.000 km,automata,14.600 EUR (brut)
BMW 320i mit Xenon u. Navigation,2006,110 kW (150 CP),Benzina, 111.000 km,manuala,5.950 EUR (brut)
BMW 320d GT Aut.LuxuryLine LEDER/NAV/SPORTSITZE/PDC,2015,135 kW (184 CP),Diesel, 59.505 km,automata,21.990 EUR (brut) 18.479 EUR (net)
BMW 330d DPF Aut. Edition Exclusive,2011,180 kW (245 CP),Diesel, 149.300 km,automata,13.200 EUR (brut)
BMW 320i Aut.*Xenon*Navi*Leder*GSHD*Klimaaut*PDC*,2013,135 kW (184 CP),Benzina, 96.661 km,automata,17.850 EUR (brut)
BMW 330d xDrive *M-Sportpaket*Leder*BI-Xen*Navi-P,2010,180 kW (245 CP),Diesel, 149.682 km,automata,13.990 EUR (brut)
BMW 330d xDrive Gran Turismo M Sportpaket Head-Up,2018,190 kW (258 CP),Diesel, 13.400 km,automata,44.480 EUR (brut) 37.378 EUR (net)
BMW 320 d xDrive Gran Turismo Business Advantage,2016,140 kW (190 CP),Diesel, 32.000 km,automata,26.900 EUR (brut)
BMW 340i xDrive Limousine Head-Up HiFi LED Shz PDC,2018,240 kW (326 CP),Benzina, 16.100 km,automata,48.480 EUR (brut) 40.740 EUR (net)
BMW 330i Aut.,2005,190 kW (258 CP),Benzina, 131.750 km,automata,10.700 EUR (brut)
BMW 330i Limousine M Sport Gestiksteuerung Head-Up,2019,190 kW (258 CP),Benzina, 1.999 km,automata,61.900 EUR (brut) 52.017 EUR (net)
BMW 325d Gran Turismo Aut. Sport Line Navi Xenon RFK,2015,160 kW (218 CP),Diesel, 68.500 km,automata,22.990 EUR (brut) 19.319 EUR (net)
BMW 340i xDrive Limousine Head-Up HK HiFi DAB LED,2018,240 kW (326 CP),Benzina, 3.900 km,automata,51.790 EUR (brut) 43.521 EUR (net)
BMW 330d xDrive Gran Turismo Aut. M Sportpaket EURO6,2018,190 kW (258 CP),Diesel, 19.540 km,automata,48.590 EUR (brut) 40.832 EUR (net)
BMW 330i Limousine M Sport Navi DAB Head-Up,2019,190 kW (258 CP),Benzina, 1.500 km,automata,58.980 EUR (brut) 49.563 EUR (net)
BMW 320d xDrive Limousine Head-Up HiFi Xenon GSD,2015,135 kW (184 CP),Diesel, 91.900 km,automata,19.930 EUR (brut) 16.748 EUR (net)
BMW 318i Limousine Advantage GSD Navi Bus. Tempomat,2016,100 kW (136 CP),Benzina, 23.589 km,automata,22.950 EUR (brut) 19.286 EUR (net)
BMW 330i Limousine M Sportpaket LED GSD Tempomat,2016,185 kW (252 CP),Benzina, 27.896 km,automata,28.990 EUR (brut)
BMW 330i M-Sport Laserlicht Live Cockpit GSD,2019,190 kW (258 CP),Benzina, 1.900 km,automata,59.800 EUR (brut) 50.252 EUR (net)
BMW 330 i Aut. Navi/Leder/Tempomat/M-Paket/erst 26Tk,2017,185 kW (252 CP),Benzina, 26.000 km,automata,25.799 EUR (brut)
BMW 318i 1 Hand,2010,105 kW (143 CP),Benzina, 80.000 km,automata,10.600 EUR (brut)
BMW 318d M-Paket-Xenon-Alcantara-Euro-5,2010,105 kW (143 CP),Diesel, 200.000 km,manuala,7.999 EUR (brut)
BMW 320d xDrive Limousine (Navi Leder HUD Kurvenl.),2016,140 kW (190 CP),Diesel, 45.000 km,automata,30.590 EUR (brut) 25.706 EUR (net)
BMW 320d Limousine (Navi Leder HUD Kurvenl. Sportp.),2016,140 kW (190 CP),Diesel, 112.980 km,automata,20.790 EUR (brut) 17.471 EUR (net)
BMW 320d DPF,2009,130 kW (177 CP),Diesel, 167.000 km,manuala,8.600 EUR (brut)
BMW 320 Gran Turismo Sport-Line Navi HiFi Xenon,2015,135 kW (184 CP),Diesel, 85.209 km,automata,19.680 EUR (brut) 16.538 EUR (net)
BMW 320d DPF,2008,130 kW (177 CP),Diesel, 193.600 km,manuala,3.400 EUR (brut)
BMW 320d E90,2005,120 kW (163 CP),Diesel, 215.473 km,manuala,5.300 EUR (brut)
BMW 320 Gran Turismo xDrive Navi Prof. HuD Xenon AHK,2015,140 kW (190 CP),Diesel, 86.421 km,automata,18.480 EUR (brut) 15.529 EUR (net)
BMW 320d  GT,2015,140 kW (190 CP),Diesel, 73.000 km,automata,15.499 EUR (brut)
BMW 320 dA Limousine Modell Sport Line Live Cockpit,2019,140 kW (190 CP),Diesel,0 km,automata,57.060 EUR (brut) 47.950 EUR (net)
BMW 320 iA Limousine Modell M Sport Live Cockpit HuD,2019,135 kW (184 CP),Benzina,0 km,automata,60.380 EUR (brut) 50.740 EUR (net)
BMW 316 316i Business Line,2008,90 kW (122 CP),Benzina, 222.113 km,manuala,5.435 EUR (brut)
BMW 320i M Paket,2008,125 kW (170 CP),Benzina, 208.000 km,manuala,5.400 EUR (brut)
BMW 320d Lim. 3.HD NAVI SCHECKHEFT PDC MFL GARANTIE,2006,120 kW (163 CP),Diesel, 183.454 km,manuala,6.799 EUR (brut)
"BMW 330d DPF Aut. NAVI, Temp, Sportpaket, VOLL",2006,170 kW (231 CP),Diesel, 288.000 km,automata,7.800 EUR (brut)
BMW 325 Gran Turismo,2014,160 kW (218 CP),Diesel, 73.800 km,automata,26.399 EUR (brut)
BMW 318i Touring / Sitzheizung / PDC / TÃœV,2008,105 kW (143 CP),Benzina, 116.000 km,manuala,5.899 EUR (brut)
BMW 320i Limousine Sport Line AusfÃ¼hrung,2014,135 kW (184 CP),Benzina, 86.000 km,manuala,20.900 EUR (brut)
BMW 325i silber Klima,2006,160 kW (218 CP),Benzina, 182.000 km,manuala,5.750 EUR (brut)
BMW 320d DPF,2007,120 kW (163 CP),Diesel, 231.690 km,manuala,5.500 EUR (brut)
BMW 318 d top Zustand,2009,105 kW (143 CP),Diesel, 170.000 km,manuala,6.999 EUR (brut)
BMW 320d  DPF Navi-Prof Klima + Scheckheft,2006,120 kW (163 CP),Diesel, 212.000 km,manuala,4.000 EUR (brut)
BMW 325i Aut.,2005,160 kW (218 CP),Benzina, 144.000 km,automata,9.250 EUR (brut)
BMW 320Diesel,2011,135 kW (184 CP),Diesel, 253.100 km,manuala,8.900 EUR (brut)
BMW 320d gut gepflegt,2012,120 kW (163 CP),Diesel, 202.000 km,automata,13.700 EUR (brut)
BMW 325i Schalter E90 3er Ledersitze SHZ H...,2005,160 kW (218 CP),Benzina, 139.000 km,manuala,6.850 EUR (brut)
"BMW 330d xDrive DPF Aut., M Sportpaket",2011,180 kW (245 CP),Diesel, 155.000 km,automata,15.000 EUR (brut)
BMW 318d F30 Sport Line M-Paket HUD Rearca...,2014,105 kW (143 CP),Diesel, 140.500 km,manuala,16.950 EUR (brut)
BMW 320si M-Paken/Alcantara/Schwarz Carbon TÃœV Neu,2006,127 kW (173 CP),Benzina, 183.000 km,manuala,7.500 EUR (brut)
BMW 330 Gran Turismo d xDrive Sport-Aut.M-Lenkr. ACC,2015,190 kW (258 CP),Diesel, 70.000 km,automata,26.700 EUR (brut) 22.437 EUR (net)
BMW 316d F30 Navigation Klimaautomatik PDC MFL Alu,2013,85 kW (116 CP),Diesel, 132.000 km,manuala,11.800 EUR (brut)
BMW 320 xDrive Limousine Leder 19 Zoll M-Sport LED,2019,140 kW (190 CP),Diesel, 8.000 km,automata,59.761 EUR (brut) 50.219 EUR (net)
BMW 335i Aut. LOGIC7 M Paket Navi Xenon N54,2008,382 kW (519 CP),Benzina, 149.999 km,automata,17.990 EUR (brut)
BMW 325d DPF Aut. gehobene Ausstattung,2009,145 kW (197 CP),Diesel, 197.000 km,automata,7.900 EUR (brut)
BMW 320i 99TKM M-Paket Scheckheftgepflegt E90,2009,125 kW (170 CP),Benzina, 99.000 km,manuala,13.950 EUR (brut)
BMW 330i Silber,2005,190 kW (258 CP),Benzina, 190.000 km,automata,7.999 EUR (brut)
BMW 320i Luxury Line PDC Sitzheizung Vollleder Klima,2012,135 kW (184 CP),Benzina, 48.131 km,manuala,16.390 EUR (brut)
BMW 320d Navi LED Vollleder Klima PDC el. Fenster,2016,140 kW (190 CP),Diesel, 90.867 km,automata,19.900 EUR (brut) 16.723 EUR (net)
BMW 320 xDrive Gran Turismo NaviProf HeadUp Panorama,2015,140 kW (190 CP),Diesel, 170.600 km,automata,16.900 EUR (brut) 14.202 EUR (net)
BMW 320d Limousine Xenon PDC Tempomat Klimaautomatik,2012,135 kW (184 CP),Diesel, 138.393 km,manuala,13.460 EUR (brut)
BMW 320d Limo-Automatik-DPF -Klima-El-FH-Alu-Xenon,2005,120 kW (163 CP),Diesel, 257.500 km,automata,3.699 EUR (brut)
BMW 316d Advantage Aut. Navi Business Komfortzugang,2016,85 kW (116 CP),Diesel, 117.341 km,automata,16.830 EUR (brut) 14.143 EUR (net)
BMW 330d Luxury Line Automatic Navi Leder LED HK,2015,190 kW (258 CP),Diesel, 115.600 km,automata,21.990 EUR (brut) 18.479 EUR (net)
BMW 320d DPF Aut.,2007,120 kW (163 CP),Diesel, 220.000 km,automata,6.850 EUR (brut)
"BMW 325i Aut.Klimaaut,Xeno,Sitzh,PDC,el.GSD,NSW,ALU,",2006,160 kW (218 CP),Benzina, 129.000 km,automata,8.999 EUR (brut)
"BMW 318d, Klimaaut,Sitzh,PDC,Tempom,BC,NSW,ALU,el.FH",2010,105 kW (143 CP),Diesel, 96.000 km,manuala,9.999 EUR (brut)
"BMW 316d Klimaaut,Sitzh,PDC,Temp,NSW,M.Fu.LL,4xFH,BC",2012,85 kW (116 CP),Diesel, 181.000 km,manuala,9.300 EUR (brut)
BMW 318d Sport Line Navi LED GSD SHZ PDC Tempomat,2016,110 kW (150 CP),Diesel, 100.313 km,automata,18.890 EUR (brut) 15.874 EUR (net)
BMW 330d xDrive M Sport Navi HUD HiFi LED Sportpaket,2016,190 kW (258 CP),Diesel, 51.156 km,automata,31.890 EUR (brut) 26.798 EUR (net)
BMW 330dA GT xDrive M-Sport-Leas. ab 399 EUR oA HUD,2018,190 kW (258 CP),Diesel, 17.112 km,automata,39.980 EUR (brut) 33.597 EUR (net)
"BMW 318i Limo,Xenon,PDC,Sitzh.,Multif.,Motorschaden",2009,105 kW (143 CP),Benzina, 151.613 km,manuala,3.900 EUR (brut)
"BMW 320d xdrive M Sport monatl. LR ab 785,- HUD Navi",2019,140 kW (190 CP),Diesel, 3.500 km,automata,59.980 EUR (brut) 50.403 EUR (net)
BMW 335 d xDrive Lim.Luxury.NAVI.SHZ.EURO 6.PDC.,2014,230 kW (313 CP),Diesel, 109.367 km,automata,23.400 EUR (brut) 19.664 EUR (net)
BMW 325i Aut.,2005,160 kW (218 CP),Benzina, 174.999 km,automata,8.750 EUR (brut)
BMW 320dA Luxury Line LED STANDHZ W-LAN ACC LASER,2019,140 kW (190 CP),Diesel, 1.100 km,automata,68.120 EUR (brut) 57.244 EUR (net)
BMW 330iA M-Sportpaket NAVI HUD H/K PDC SHZ LEDER AT,2015,185 kW (252 CP),Benzina, 56.000 km,automata,30.700 EUR (brut) 25.798 EUR (net)
BMW 318d DPF,2008,105 kW (143 CP),Diesel, 154.000 km,manuala,4.100 EUR (brut)
BMW 325d DPF Aut.,2011,150 kW (204 CP),Diesel, 115.000 km,automata,6.000 EUR (brut)
BMW 320dA xDrive Gran Turismo Sport Line Navi.AHK.,2014,135 kW (184 CP),Diesel, 125.462 km,automata,19.948 EUR (brut) 16.763 EUR (net)
BMW 320dA Sport Line FSE USB KLIMA PDC SHZ NAVI LED,2016,140 kW (190 CP),Diesel, 61.594 km,automata,22.290 EUR (brut) 18.731 EUR (net)
BMW 320d DPF Aut. OTMATIK  *NAVI,2008,130 kW (177 CP),Diesel, 208.000 km,automata,6.499 EUR (brut)
BMW 318d Gran Turismo Xenon Navi RÃ¼ckfahrkamera,2013,105 kW (143 CP),Diesel, 59.957 km,manuala,17.500 EUR (brut)
BMW 320 Gran Turismo GT 320i 184pk Automatik,2014,135 kW (184 CP),Benzina, 159.900 km,automata,17.900 EUR (brut)
BMW 318 Gran Turismo Aut. - Luxury-1 Hand - Euro 6b/,2015,105 kW (143 CP),Diesel, 115.000 km,automata,17.850 EUR (brut) 15.000 EUR (net)
BMW 318d Edition Sport Navi/ Xenon/ PDC/ Alu,2012,105 kW (143 CP),Diesel, 132.000 km,manuala,9.700 EUR (brut)
BMW 328 Gran Turismo xDrive*HK Sound*HUD*Sportsi.*,2014,180 kW (245 CP),Benzina, 71.930 km,automata,26.000 EUR (brut)
BMW 320d  Automatik Advantage Klimaautomatik,2007,120 kW (163 CP),Diesel, 72.257 km,automata,6.990 EUR (brut)
BMW 330d Gran Turismo M-Sport/ Navi/ Xenon/ Hifi/ KA,2014,190 kW (258 CP),Diesel, 89.900 km,automata,29.400 EUR (brut)
BMW 320d Limousine Head-Up LED Navi Prof.,2015,140 kW (190 CP),Diesel, 117.900 km,automata,19.500 EUR (brut) 16.387 EUR (net)
BMW 3er 320i,2006,110 kW (150 CP),Benzina, 218.000 km,manuala,4.800 EUR (brut)
BMW 318i/ Ein SchmuckstÃ¼ck mit neuer Inspektion,2010,105 kW (143 CP),Benzina, 86.000 km,manuala,8.999 EUR (brut)
BMW 320i Aut.,2005,110 kW (150 CP),Benzina, 130.000 km,automata,7.300 EUR (brut)
BMW 318i Aut.,2008,105 kW (143 CP),Benzina, 150.000 km,automata,6.900 EUR (brut)
BMW 330d M-Sportpaket *Autom. *Leder *Navi *SD,2006,170 kW (231 CP),Diesel, 239.000 km,automata,8.299 EUR (brut)
BMW 320i Aut.,2014,135 kW (184 CP),Benzina, 39.000 km,automata,18.000 EUR (brut)
BMW 320d Lim. LCI NAVI*Bi-XENON*SHZ*TEMPOMAT,2011,135 kW (184 CP),Diesel, 194.000 km,manuala,9.900 EUR (brut)
BMW 320d Lim. AUTOMATIK*NAVI CIC*TEILLEDER*GSD*USB,2009,130 kW (177 CP),Diesel, 157.900 km,automata,12.900 EUR (brut)
BMW 320d Lim.*Xenon*PDC*6-Gang*MFL*SHZ,2007,120 kW (163 CP),Diesel, 272.761 km,manuala,3.290 EUR (brut)
BMW 318i Lim. XENON*TEMOPOMAT*SHZ*BC,2011,105 kW (143 CP),Benzina, 116.150 km,manuala,12.900 EUR (brut)
BMW 335d xDrive Aut.,2016,230 kW (313 CP),Diesel, 21.052 km,automata,31.990 EUR (brut)
BMW 320i/Klima/Teilleder/Advantage/Tempom./Sitzh,2008,125 kW (170 CP),Benzina, 130.254 km,manuala,8.790 EUR (brut)
BMW 330d/Navi/LED/HeadUp/AHK/PDC/Shz/Glsschiebedach,2015,190 kW (258 CP),Diesel, 149.500 km,automata,19.990 EUR (brut)
"BMW 320i  Gran Turismo, x-Drive,  M-Packet, AHK Schw",2014,136 kW (185 CP),Benzina, 79.800 km,automata,26.700 EUR (brut)
BMW 320i,2008,125 kW (170 CP),Benzina, 175.800 km,manuala,7.350 EUR (brut)
BMW 320d Aut.,2013,135 kW (184 CP),Diesel, 90.000 km,automata,18.500 EUR (brut)
BMW 318d  Lim.**FACELIFT**Klimaautom./Navi/Tempomat,2010,105 kW (143 CP),Diesel, 126.000 km,manuala,5.100 EUR (brut)
BMW 320d xDrive M Sport,2016,140 kW (190 CP),Diesel, 45.500 km,automata,28.800 EUR (brut)
