Model,Year,HorsePower,Fuel,Mileage,Transmission,Price
BMW 530dA*LIMO*FACELIFT*HEAD-UP*LEDER*NAVI PROF*MJ08,2007,173 kW (235 CP),Diesel, 147.000 km,automata,11.800 EUR (brut)
BMW 535 d F10 Xdrive Luxury Line,2015,230 kW (313 CP),Diesel, 135.000 km,automata,32.500 EUR (brut)
BMW 530d A*Sport Line*HEAD-UP-DISPL.*NAVI-PROF.*PDC*,2017,195 kW (265 CP),Diesel, 19.900 km,automata,39.900 EUR (brut)
BMW 530d xDrive Sport-Aut. Luxury Line Leder-Cognac,2018,195 kW (265 CP),Diesel, 16.065 km,automata,48.299 EUR (brut) 40.587 EUR (net)
BMW 530d xDrive Sport-Aut. Luxury Line Leder-Beige,2018,195 kW (265 CP),Diesel, 21.759 km,automata,46.955 EUR (brut) 39.458 EUR (net)
BMW 520d Lim. EU6d-Temp Aut. M Sportpaket Navi Prof.,2018,140 kW (190 CP),Diesel, 18.764 km,automata,45.895 EUR (brut) 38.567 EUR (net)
BMW 520 PACK SPORT,2007,120 kW (163 CP),Diesel, 210.000 km,manuala,3.400 EUR (brut)
BMW 520d Limousine//BI-XENON//SPORTSITZE//LEDER//PDC,2012,135 kW (184 CP),Diesel, 198.800 km,automata,13.999 EUR (brut) 11.764 EUR (net)
BMW 525 525d Edition,2008,145 kW (197 CP),Diesel, 188.144 km,automata,6.990 EUR (brut)
BMW 530d Navi Leder Tempom.aktiv Glasdach Bluetooth,2018,195 kW (265 CP),Diesel, 26.600 km,automata,47.890 EUR (brut) 40.244 EUR (net)
BMW 540i Limousine Sport Line HK HiFi DAB WLAN GSD,2018,250 kW (340 CP),Benzina, 13.618 km,automata,52.699 EUR (brut)
BMW 520d Limousine Xenon Navi Bus. Tempomat USB Shz,2012,135 kW (184 CP),Diesel, 78.284 km,automata,17.899 EUR (brut)
BMW 520d Aut.,2015,140 kW (190 CP),Diesel, 208.000 km,automata,15.750 EUR (brut)
BMW 540i Limousine Sportpaket M Sportbr. Head-Up,2018,250 kW (340 CP),Benzina, 29.517 km,automata,58.590 EUR (brut) 49.235 EUR (net)
BMW 530d xDrive Gran Turismo *UPE-61%*Luxury Line He,2016,190 kW (258 CP),Diesel, 63.900 km,automata,34.899 EUR (brut) 29.327 EUR (net)
BMW 530d Limousine M Sportpaket Navi Klimaaut.,2017,195 kW (265 CP),Diesel, 15.400 km,automata,43.699 EUR (brut) 36.722 EUR (net)
BMW 540i xDrive Limousine Luxury Line Head-Up DAB,2017,250 kW (340 CP),Benzina, 22.260 km,automata,49.899 EUR (brut) 41.932 EUR (net)
BMW 530d Limousine M Sportpaket HUD LED GSD Aut Led,2016,190 kW (258 CP),Diesel, 81.200 km,automata,32.840 EUR (brut)
BMW 540i Limousine Sport Line Head-Up HiFi LED GSD,2018,250 kW (340 CP),Benzina, 26.071 km,automata,53.490 EUR (brut) 44.950 EUR (net)
BMW 520d Lim. EU6d-Temp Aut. M Sportpaket Navi Prof.,2018,140 kW (190 CP),Diesel, 16.520 km,automata,47.895 EUR (brut) 40.248 EUR (net)
BMW 520d xDrive Limousine Sport Line Head-Up RTTI,2017,140 kW (190 CP),Diesel, 29.399 km,automata,41.980 EUR (brut) 35.277 EUR (net)
BMW 530d Limousine EURO6 Sportpaket M Sportbr. Head-,2018,195 kW (265 CP),Diesel, 15.500 km,automata,54.995 EUR (brut) 46.214 EUR (net)
BMW 520 520d / Vollleder / Navi / PDC,2006,120 kW (163 CP),Diesel, 219.000 km,manuala,5.650 EUR (brut)
BMW 520d Limousine Sportpaket HiFi LED Navi Bus.,2019,140 kW (190 CP),Diesel, 6 km,automata,54.936 EUR (brut) 46.165 EUR (net)
BMW 530d GT Automatik RÃ¼ckfahrkamera Leder...,2011,180 kW (245 CP),Diesel, 167.000 km,automata,13.450 EUR (brut)
BMW 525i,2007,160 kW (218 CP),Benzina, 218.000 km,manuala,10.300 EUR (brut)
BMW 530d Standh.AHK IntegAktivLenk.KomSitz ACC Park+,2018,195 kW (265 CP),Diesel, 24.397 km,automata,49.799 EUR (brut) 41.848 EUR (net)
BMW 520d Limousine Head-Up HiFi Standhzg. RFK RTTI,2015,140 kW (190 CP),Diesel, 53.180 km,automata,26.980 EUR (brut) 22.672 EUR (net)
BMW 525d xDrive*Aut.*Navi*HiFi*AHK*Schiebedach*Xenon,2013,160 kW (218 CP),Diesel, 65.250 km,automata,21.450 EUR (brut) 18.025 EUR (net)
BMW 540i Limousine Sport Line Head-Up HiFi LED GSD,2018,250 kW (340 CP),Benzina, 14.142 km,automata,55.890 EUR (brut) 46.966 EUR (net)
BMW 530d Limousine Sport Line Head-Up HiFi LED,2018,195 kW (265 CP),Diesel, 17.354 km,automata,50.980 EUR (brut) 42.840 EUR (net)
BMW 530d Aut Navi Prof HiFi Leder PDC Alarm el. AHK,2015,190 kW (258 CP),Diesel, 100.000 km,automata,24.970 EUR (brut) 20.983 EUR (net)
BMW 530d Lim M-Sport *Sport-Aut*HUD*NaviProf*LED Sch,2015,190 kW (258 CP),Diesel, 74.000 km,automata,31.750 EUR (brut)
BMW 530d Limousine EURO6 Sportpaket M Sportbr. Head-,2018,195 kW (265 CP),Diesel, 16.255 km,automata,57.895 EUR (brut) 48.651 EUR (net)
BMW 520d xDrive Limousine Head-Up HiFi GSD RTTI AHK,2017,140 kW (190 CP),Diesel, 52.791 km,automata,37.980 EUR (brut) 31.916 EUR (net)
BMW 530d mtl. ab 559 ‚¬ M-Sportp./Alarm/Glas-D.,2018,195 kW (265 CP),Diesel, 15.137 km,automata,54.990 EUR (brut) 46.210 EUR (net)
BMW 525d Aut.,2007,145 kW (197 CP),Diesel, 278.000 km,automata,5.900 EUR (brut)
BMW 530d*Xenon*Navi*Leder*Head-Up Display*M-Sportpak,2013,190 kW (258 CP),Diesel, 139.000 km,automata,21.490 EUR (brut)
BMW 530d Limousine M Sportpaket Gestiksteuerung DAB,2018,195 kW (265 CP),Diesel, 21.354 km,automata,60.780 EUR (brut) 51.076 EUR (net)
BMW 530d xDrive Limousine Luxury Line Head-Up DAB EU,2016,190 kW (258 CP),Diesel, 84.506 km,automata,30.980 EUR (brut) 26.034 EUR (net)
BMW 520d A (F10)*EU6*Glasdach*HIFI*Sportllenkr.,2016,140 kW (190 CP),Diesel, 43.700 km,automata,23.900 EUR (brut) 20.084 EUR (net)
BMW 530d Aut. M Sportpaket Nav HUD eGSD Xen DAB HiFi,2012,190 kW (258 CP),Diesel, 99.873 km,automata,24.780 EUR (brut)
BMW 520d Steptronic Standhzg. Driv.Assist+ NaviProf.,2017,140 kW (190 CP),Diesel, 46.425 km,automata,34.990 EUR (brut) 29.403 EUR (net)
"BMW 530d Aut.,M5Diesel OPT,M""PAKET,LEDR,NAV,F1 PADL",2011,180 kW (245 CP),Diesel, 164.999 km,automata,17.498 EUR (brut)
BMW 535i Automatik Schiebedach HUD VOLL 1Hand Kamera,2010,225 kW (306 CP),Benzina, 100.000 km,automata,23.950 EUR (brut)
BMW 525d Limousine Luxury Line Head-Up LED Glasdach,2018,170 kW (231 CP),Diesel, 16.627 km,automata,45.980 EUR (brut) 38.639 EUR (net)
BMW 540d xDrive Limousine Sport Line Head-Up HiFi EU,2018,235 kW (320 CP),Diesel, 18.331 km,automata,55.890 EUR (brut) 46.966 EUR (net)
BMW 520d Limousine HiFi LED Navi Bus. Lenkradhz.,2019,140 kW (190 CP),Diesel, 3 km,automata,54.678 EUR (brut) 45.948 EUR (net)
BMW 520d Limousine M Sportpaket Head-Up HiFi LED,2018,140 kW (190 CP),Diesel, 21.466 km,automata,47.380 EUR (brut) 39.815 EUR (net)
BMW 540i xDrive Luxury Line Sitzklima Driving-Assist,2017,250 kW (340 CP),Benzina, 39.537 km,automata,52.425 EUR (brut) 44.055 EUR (net)
BMW 540i Limousine Sport Line Head-Up HiFi LED GSD,2018,250 kW (340 CP),Benzina, 26.263 km,automata,53.980 EUR (brut) 45.361 EUR (net)
BMW 540i xDrive Limousine EURO6 Sportpaket M Sportbr,2018,250 kW (340 CP),Benzina, 12.827 km,automata,60.795 EUR (brut) 51.088 EUR (net)
BMW 520d M Paket Navi Prof. Komfortsitze,2012,135 kW (184 CP),Diesel, 182.000 km,automata,15.800 EUR (brut)
BMW 535**LEDER_Automatik_NAVI**,2006,200 kW (272 CP),Diesel, 191.000 km,automata,6.500 EUR (brut)
BMW 520d Limousine Sportpaket HiFi LED Navi Bus.,2019,140 kW (190 CP),Diesel, 242 km,automata,55.796 EUR (brut) 46.887 EUR (net)
BMW 520i Aut. *Navi*E-Sitze*Keyless*,2011,135 kW (184 CP),Benzina, 130.000 km,automata,16.500 EUR (brut)
BMW 520 dA xDrive harman/kardon Navi Leder,2014,140 kW (190 CP),Diesel, 76.616 km,automata,23.898 EUR (brut) 20.082 EUR (net)
BMW 520d Limousine Sport Line HiFi LED Navi,2018,140 kW (190 CP),Diesel, 23.868 km,automata,42.380 EUR (brut) 35.613 EUR (net)
BMW 520d Limousine Sportpaket HiFi LED Navi Bus.,2019,140 kW (190 CP),Diesel, 5 km,automata,54.936 EUR (brut) 46.165 EUR (net)
BMW 525 dA M-Sportpaket harman/kardon Navi Prof,2016,160 kW (218 CP),Diesel, 121.931 km,automata,24.790 EUR (brut) 20.832 EUR (net)
BMW 540i Limousine Luxury Line Gestiksteuerung DAB,2019,250 kW (340 CP),Benzina, 1.000 km,automata,95.140 EUR (brut) 79.950 EUR (net)
BMW 530d Limousine HiFi Dyn. DÃ¤mpfer Xenon RFK Shz E,2016,190 kW (258 CP),Diesel, 72.097 km,automata,27.970 EUR (brut) 23.504 EUR (net)
"BMW 520i, Klimaaut, PDC, Lichtaut, S-Heft gepflegt,",2005,125 kW (170 CP),Benzina, 151.413 km,manuala,6.499 EUR (brut)
BMW 540d xDrive Limousine Vorteil zur Neuwagen-UPE 3,2018,235 kW (320 CP),Diesel, 8.159 km,automata,73.290 EUR (brut) 61.588 EUR (net)
BMW 520d NAVI XENON EL.GSD KOMFORTZUGANG EURO 5,2010,135 kW (184 CP),Diesel, 166.000 km,manuala,12.990 EUR (brut)
BMW 525d M-SPORTPAKET LEDER NAVI XENON II.HAND EU 4,2007,145 kW (197 CP),Diesel, 176.000 km,automata,9.990 EUR (brut)
BMW 520d xDrive Luxury Leder-LED-Navi-Standhzg-HK,2017,140 kW (190 CP),Diesel, 115.872 km,automata,28.250 EUR (brut) 23.740 EUR (net)
BMW 525 d Lim. (F10) Head up Navi Prof.,2011,160 kW (218 CP),Diesel, 163.415 km,automata,14.500 EUR (brut)
BMW 520d Limousine Sport Line,2019,140 kW (190 CP),Diesel,0 km,automata,47.990 EUR (brut) 40.328 EUR (net)
"BMW 525 M Paket Bi-Xenon,Navi.Leder.Alu.Euro-4",2008,145 kW (197 CP),Diesel, 165.000 km,automata,9.500 EUR (brut)
BMW 520i Limousine Xenon GSD Navi Bus. Tempomat AHK,2016,135 kW (184 CP),Benzina, 58.400 km,manuala,26.890 EUR (brut) 22.597 EUR (net)
BMW 525i xDrive*Allrad*Xenon*Navi*Leder*Automatik*,2006,160 kW (218 CP),Benzina, 133.000 km,automata,9.950 EUR (brut)
BMW 525d * TÃœV2021 * Komfortsitze * Head Up * Navi,2010,150 kW (204 CP),Diesel, 200.000 km,automata,13.500 EUR (brut)
BMW 528i Lim. *Bi-Xenon *8-fach bereift *MwSt.,2016,180 kW (245 CP),Benzina, 34.000 km,manuala,26.700 EUR (brut) 22.437 EUR (net)
BMW 520d Limousine,2009,120 kW (163 CP),Diesel, 189.000 km,automata,8.000 EUR (brut)
BMW 535xd M-Sport LED HUD M550 Heck - Full Options!,2014,230 kW (313 CP),Diesel, 134.978 km,automata,34.490 EUR (brut)
BMW 520d Limousine Ed. Lifestyle Xenon Tempomat BT,2009,130 kW (177 CP),Diesel, 139.628 km,automata,11.850 EUR (brut)
BMW 540 d xDrive M Sport 19'' StandHZG DAP H/K SoftC,2018,235 kW (320 CP),Diesel, 20.976 km,automata,65.375 EUR (brut) 54.937 EUR (net)
BMW 520 Gran Turismo dA Leder Navi 18''LM Shz.PDC,2015,135 kW (184 CP),Diesel, 58.135 km,automata,25.999 EUR (brut) 21.848 EUR (net)
BMW 520dA Lim LED´s Navi PDC Alarm EU6d Temp 1.Hd,2018,140 kW (190 CP),Diesel, 8.500 km,automata,33.980 EUR (brut) 28.555 EUR (net)
BMW 530d Gran Turismo HiFi Adapt.Dr. Dyn.Dr. Xenon,2009,180 kW (245 CP),Diesel, 94.404 km,automata,22.890 EUR (brut)
BMW 520d Limousine HiFi Navi Bus. AHK Klimaaut. Shz,2016,140 kW (190 CP),Diesel, 128.722 km,manuala,18.890 EUR (brut) 15.874 EUR (net)
BMW 520d Limousine HiFi Navi Bus. Klimaaut. Shz PDC,2017,140 kW (190 CP),Diesel, 26.500 km,automata,28.790 EUR (brut) 24.193 EUR (net)
BMW 540i Limousine M Sportpaket Head-Up HK HiFi DAB,2018,250 kW (340 CP),Benzina, 14.605 km,automata,63.890 EUR (brut) 53.689 EUR (net)
BMW 520 d sport fari full led,2018,140 kW (190 CP),Diesel, 19.700 km,automata,35.900 EUR (brut)
BMW 540i Aut.,2016,250 kW (340 CP),Benzina, 21.000 km,automata,45.000 EUR (brut)
BMW 523i Lim. Facelift-Automatik-Xenon-Navi-PDC-Teil,2008,140 kW (190 CP),Benzina, 88.500 km,automata,13.990 EUR (brut)
BMW 523i Lim.-1.Hand-M Sport 18 Zoll  Alu-Xenon-Navi,2011,150 kW (204 CP),Benzina, 79.900 km,automata,19.950 EUR (brut) 16.765 EUR (net)
BMW 530 d cat Futura (sede di Padova),2009,173 kW (235 CP),Diesel, 259.000 km,automata,7.500 EUR (brut)
BMW 535 dA Limousine NavPro HUD PDC GSD Kurvenlicht,2012,230 kW (313 CP),Diesel, 93.354 km,automata,24.750 EUR (brut)
BMW 523i Sport-M Paket 2.5/204PS,2012,150 kW (204 CP),Benzina, 102.000 km,automata,23.999 EUR (brut)
BMW 525i. TÃ¼v Neu ohne mÃ¤ngel!,2005,160 kW (218 CP),Benzina, 179.000 km,manuala,7.000 EUR (brut)
BMW 530 Serie 5 (E60/E61) cat Attiva,2007,170 kW (231 CP),Diesel, 250.000 km,manuala,5.900 EUR (brut)
BMW 535D E60 M- PAKET *Voll Ausstattung/ E...,2006,200 kW (272 CP),Diesel, 240.000 km,automata,13.999 EUR (brut)
BMW 520d/Navi Business/Xenon/13500netto,2016,140 kW (190 CP),Diesel, 192.000 km,manuala,16.065 EUR (brut) 13.500 EUR (net)
BMW 530d Sport-Aut.,2012,190 kW (258 CP),Diesel, 159.000 km,automata,18.900 EUR (brut)
BMW 550 XI  Gran Turismo-54000 KM-VOLLAUSSTATTUNG,2011,300 kW (408 CP),Benzina, 54.000 km,automata,24.900 EUR (brut)
BMW 530d Aut.,2010,180 kW (245 CP),Diesel, 119.000 km,automata,23.500 EUR (brut)
BMW 535d xDrive Aut.,2012,230 kW (313 CP),Diesel, 101.000 km,automata,24.500 EUR (brut)
BMW 525D 3.0L LCI Limo. VOLLAUST. TÃœV NEU,2009,145 kW (197 CP),Diesel, 253.000 km,automata,8.600 EUR (brut)
BMW 530d Aut.,2006,170 kW (231 CP),Diesel, 248.350 km,automata,7.500 EUR (brut)
BMW 530d M-Paket,2005,160 kW (218 CP),Diesel, 175.000 km,automata,8.900 EUR (brut)
BMW 520d Aut.,2013,135 kW (184 CP),Diesel, 64.200 km,automata,17.500 EUR (brut)
BMW 525d Sport-Aut.,2010,150 kW (204 CP),Diesel, 60.000 km,automata,16.300 EUR (brut)
BMW 525d,2008,145 kW (197 CP),Diesel, 230.000 km,manuala,6.500 EUR (brut)
BMW 540i xDrive M Sportpaket HUD Navi LED 360,2017,250 kW (340 CP),Benzina, 9.000 km,automata,57.490 EUR (brut) 48.311 EUR (net)
BMW 530i Aut.,2005,190 kW (258 CP),Benzina, 200.000 km,automata,6.000 EUR (brut)
BMW 520d Sport-Automatik (NAVI Xenon PDC Bluetooth),2013,135 kW (184 CP),Diesel, 134.400 km,automata,19.000 EUR (brut)
BMW 525i Aut.,2007,160 kW (218 CP),Benzina, 205.000 km,automata,7.250 EUR (brut)
BMW 535d xDrive Aut.,2011,230 kW (313 CP),Diesel, 166.000 km,automata,19.999 EUR (brut)
BMW 520 d Advantage Paket+Navi+Business+Tempo+Autom.,2007,120 kW (163 CP),Diesel, 316.000 km,automata,4.499 EUR (brut)
BMW 530i Aut.+Navi Prof.+HeadUp+AHK+Xenon+Garantie,2012,200 kW (272 CP),Benzina, 91.728 km,automata,25.800 EUR (brut)
BMW 520d,2012,135 kW (184 CP),Diesel, 114.500 km,automata,16.500 EUR (brut)
"BMW 520i zum Verkauf, sehr guter Zustand",2009,125 kW (170 CP),Benzina, 163.000 km,manuala,9.700 EUR (brut)
BMW 530d Standh.AHK IntegAktivLenk.KomSitz ACC Park+,2018,195 kW (265 CP),Diesel, 24.397 km,automata,49.799 EUR (brut) 41.848 EUR (net)
BMW 525d Lim. NAV+XEN+MEM+LEDER+KAM,2010,150 kW (204 CP),Diesel, 138.000 km,automata,13.999 EUR (brut)
BMW 525d,2006,130 kW (177 CP),Diesel, 350.000 km,automata,4.900 EUR (brut)
BMW 528i xDrive M-Sportpaket Navi/Leder/LED/SD,2017,180 kW (245 CP),Benzina, 7.950 km,automata,30.990 EUR (brut)
BMW 525d Aut. M-Paket Edition Sport,2009,145 kW (197 CP),Diesel, 173.238 km,automata,11.999 EUR (brut)
BMW 525d Aut.,2011,150 kW (204 CP),Diesel, 194.000 km,automata,14.900 EUR (brut)
"BMW 530d Luxury Line | Leasing-Rate EUR 474,-* ohne",2018,195 kW (265 CP),Diesel, 7.900 km,automata,45.900 EUR (brut) 38.571 EUR (net)
"BMW 520dA Exclusive Virtual,NaviPro,Sunroof,Cam.Full",2014,120 kW (163 CP),Diesel, 143.372 km,automata,19.300 EUR (brut) 16.218 EUR (net)
BMW 530 d EU6 Sport-Steptronic M-Sportpaket Navi LED,2015,190 kW (258 CP),Diesel, 46.675 km,automata,31.880 EUR (brut) 26.790 EUR (net)
BMW 520d Automatik. 10tkm *SCHNÃ„PPCHEN* +Navi+LED+Si,2018,140 kW (190 CP),Diesel, 10.000 km,automata,34.950 EUR (brut) 29.370 EUR (net)
BMW 530D M-Sport Limosine,2005,235 kW (320 CP),Diesel, 350.000 km,automata,7.100 EUR (brut)
"BMW 535i xDrive/SoftClose/Komfortsitze/NaviProf/19""",2015,225 kW (306 CP),Benzina, 50.600 km,automata,27.990 EUR (brut)
BMW 550i A //M-Paket+Keyless-Go+Komfortsitze+Leder+,2006,270 kW (367 CP),Benzina, 221.233 km,automata,9.970 EUR (brut)
BMW 530d Sport-Automatik Leder/Navi/Xenon,2013,190 kW (258 CP),Diesel, 157.304 km,automata,14.900 EUR (brut) 12.521 EUR (net)
BMW 520 G30 LED LEDER NAV PROF Parkass CAM Lordos,2018,140 kW (190 CP),Diesel, 23.789 km,automata,34.950 EUR (brut) 29.370 EUR (net)
BMW 530d+1.Hand+Vollleder+Navi+Automatik+AHK,2005,170 kW (231 CP),Diesel, 44.800 km,automata,13.290 EUR (brut)
BMW 520 G30 LED LEDER NAV PROF Parkass CAM Lordos,2018,140 kW (190 CP),Diesel, 23.789 km,automata,34.950 EUR (brut) 29.370 EUR (net)
BMW 520i Automatik / Sport-Leder-Lenkrad,2008,125 kW (170 CP),Benzina, 72.518 km,automata,13.900 EUR (brut)
BMW 540i Sport Line SAG Navi HUD LED Glasdach HiFi,2018,250 kW (340 CP),Benzina, 25.500 km,automata,48.700 EUR (brut) 40.924 EUR (net)
"BMW 520d Lim. ""M SPORTPAKET""SPORT-AUT.""NAVI PROF""",2012,135 kW (184 CP),Diesel, 94.800 km,automata,21.950 EUR (brut) 18.445 EUR (net)
"BMW 520i Limousine 18""LM LED Dri.Ass+ AHK HiFi HUD",2018,135 kW (184 CP),Benzina, 25.100 km,automata,42.900 EUR (brut) 36.050 EUR (net)
"BMW 520d Lim. NAVI*Automatik*Leder*19""M-StyleFelgen",2013,120 kW (163 CP),Diesel, 216.500 km,automata,13.750 EUR (brut)
BMW 540i MSport SAG NaviPr. HUD AHK GSD DrAss+ H&K,2018,250 kW (340 CP),Benzina, 3.900 km,automata,53.900 EUR (brut) 45.294 EUR (net)
BMW 530d,2013,190 kW (258 CP),Diesel, 108.000 km,automata,19.500 EUR (brut)
BMW 530 DA GT M-Sport,2014,190 kW (258 CP),Diesel, 121.000 km,automata,25.900 EUR (brut) 21.405 EUR (net)
BMW 518d Navi*Xenon*SHZ*1.Hand*Tempomat,2014,110 kW (150 CP),Diesel, 199.000 km,manuala,13.980 EUR (brut)
BMW 520i LuxuryLine NaviProf. HUD AHK Komforts. GSD,2018,135 kW (184 CP),Benzina, 20.800 km,automata,44.500 EUR (brut) 37.395 EUR (net)
BMW 5 Series Sedan 530d xDrive Limousine,2018,195 kW (265 CP),Diesel, 24.600 km,automata,52.999 EUR (brut) 44.166 EUR (net)
BMW 530i xDrive~nur 35.745Km~Navi~STHZ~SD~Leder~VOLL,2005,190 kW (258 CP),Benzina, 35.745 km,automata,17.990 EUR (brut)
"BMW 540i Luxury Line 18""LM LED Dri.Ass+ AHK HUD",2018,250 kW (340 CP),Benzina, 25.400 km,automata,48.500 EUR (brut) 40.756 EUR (net)
BMW 518d  5er Sport-Ledersitze Navi-Professi Head-Up,2014,110 kW (150 CP),Diesel, 99.980 km,manuala,17.880 EUR (brut) 15.025 EUR (net)
BMW 520 520d LED BI-XENON NAVI EURO-6,2015,140 kW (190 CP),Diesel, 176.200 km,manuala,16.880 EUR (brut)
BMW 520iA Luxury Line HGSD HUD NAVI LED W-LAN EU6,2019,135 kW (184 CP),Benzina,0 km,automata,67.340 EUR (brut) 56.588 EUR (net)
BMW 530d xDrive Lim. M Paket LED Schiebedach Voll,2015,190 kW (258 CP),Diesel, 157.150 km,automata,26.900 EUR (brut) 22.605 EUR (net)
BMW 530GT Navi*Leder*Panorama*,2011,180 kW (245 CP),Diesel, 159.000 km,automata,17.998 EUR (brut)
BMW 525i Limo TÃœV NEU NAVI LEDER AUTOMATIK BI XENON,2008,160 kW (218 CP),Benzina, 192.000 km,automata,9.950 EUR (brut)
BMW 530d Lim.XD*M-Sport-Paket*Xenon*Navi*Alcantara,2011,190 kW (258 CP),Diesel, 97.856 km,automata,22.490 EUR (brut) 18.899 EUR (net)
BMW 520i Luxury Line Innovationsp. Navi Prof. Aut.,2018,135 kW (184 CP),Benzina, 24.200 km,automata,43.500 EUR (brut) 36.555 EUR (net)
"BMW 530d,Xenon,Navi,Head Up,TÃ¼v Neu",2012,190 kW (258 CP),Diesel, 199.000 km,automata,14.290 EUR (brut)
BMW 525dSport-Aut/BiXenon/Navi.Prof/Leder/HeadUp/AHK,2010,150 kW (204 CP),Diesel, 154.300 km,automata,16.690 EUR (brut)
BMW 530d/LEDER/HUD/RFK/ACC/SIDE/SH/GSSD/AHK/VOLL/TOP,2010,180 kW (245 CP),Diesel, 160.000 km,automata,15.790 EUR (brut)
BMW 523i Edition Lifestyle*Navi*Leder*Xenon*PDC*,2008,140 kW (190 CP),Benzina, 109.484 km,automata,11.390 EUR (brut)
BMW 535d M-Paket Head-Up Standheizung,2007,210 kW (286 CP),Diesel, 218.000 km,automata,11.999 EUR (brut)
BMW 535i LIMOUSINE ~ MOTOR MACHT GERÃ„USCHE ~,2010,225 kW (306 CP),Benzina, 187.173 km,manuala,9.900 EUR (brut)
BMW 525d Edition M-PAKET TÃ¼v NEU+*!!!VOLL!!!*,2008,145 kW (197 CP),Diesel, 227.500 km,automata,8.990 EUR (brut)
BMW 530d,2008,173 kW (235 CP),Diesel, 171.000 km,manuala,9.500 EUR (brut)
"BMW 540i xDrive Luxury Line Leder LED,NaviProf,DDC",2017,250 kW (340 CP),Benzina, 53.200 km,automata,43.990 EUR (brut)
"BMW 530d xDrive Sport,Keyless,Head-Up, R20",2014,190 kW (258 CP),Diesel, 178.000 km,automata,24.900 EUR (brut)
BMW 530d,2007,173 kW (235 CP),Diesel, 101.000 km,automata,10.000 EUR (brut)
BMW 530d Sport Aut.M-Sportpaket Head-UP GSD Kamera,2011,180 kW (245 CP),Diesel, 80.000 km,automata,22.700 EUR (brut)
BMW 520d Aut. Navi Xenon el.Heckklappe Facelift,2014,135 kW (184 CP),Diesel, 200.000 km,automata,14.950 EUR (brut) 12.563 EUR (net)
BMW 525d Aut. Leder Zimt Navi Prof Head-Up Glasdach,2011,160 kW (218 CP),Diesel, 137.000 km,automata,16.950 EUR (brut)
"BMW 520d Aut. Edition Sport Kamera Leder Navi 18""",2015,140 kW (190 CP),Diesel, 93.500 km,automata,21.700 EUR (brut) 18.235 EUR (net)
BMW 530IX  4X4 ALLRAD  AUTOMATIK NAV LEDER,2006,190 kW (258 CP),Benzina, 177.000 km,manuala,9.200 EUR (brut)
"BMW 530d Limousine M Sportpaket Navi,HUD,Kam,Xenon",2016,190 kW (258 CP),Diesel, 56.196 km,automata,34.790 EUR (brut) 29.235 EUR (net)
BMW 525d,2006,130 kW (177 CP),Diesel, 250.000 km,automata,6.100 EUR (brut)
"BMW 520d Limousine M Sport 20"" HUD H&K HiFi DAB",2019,140 kW (190 CP),Diesel,0 km,automata,65.950 EUR (brut) 55.420 EUR (net)
BMW 520d xdrive  * M Sport *,2018,140 kW (190 CP),Diesel, 6.600 km,automata,42.880 EUR (brut) 36.034 EUR (net)
BMW 530d xDrive GT SurroundView Panorama Head-Up Top,2016,190 kW (258 CP),Diesel, 48.300 km,automata,35.800 EUR (brut) 30.084 EUR (net)
BMW 525d *2 Jahre TÃ¼v*Scheckheft*Xenon*Navi*,2010,150 kW (204 CP),Diesel, 174.000 km,manuala,12.500 EUR (brut)
BMW 530xd,2008,173 kW (235 CP),Diesel, 215.000 km,automata,9.800 EUR (brut)
BMW 525d Limousine Leder/Navi,2011,150 kW (204 CP),Diesel, 224.261 km,automata,12.900 EUR (brut)
BMW 520 iA 8 Gang*Navi*voll LED*Sitzheizung*EU6 d Te,2018,135 kW (184 CP),Benzina, 5.780 km,automata,33.890 EUR (brut) 28.479 EUR (net)
BMW 520 iA 8 Gang*Navi*voll LED*Sitzheizung*EU6 d Te,2018,135 kW (184 CP),Benzina, 7.748 km,automata,33.890 EUR (brut) 28.479 EUR (net)
BMW 535i SoftClose Kamera Leder,2011,225 kW (306 CP),Benzina, 108.210 km,automata,21.490 EUR (brut)
BMW 525i,2005,160 kW (218 CP),Benzina, 162.307 km,manuala,7.800 EUR (brut)
BMW 5 Lim.520d*M-Paket*M-Sportpaket*BiXenon*NaviProf,2015,140 kW (190 CP),Diesel, 36.000 km,automata,27.990 EUR (brut) 23.521 EUR (net)
BMW 530 Gran Turismo,2010,180 kW (245 CP),Diesel, 165.000 km,automata,17.500 EUR (brut)
BMW 530d,2006,170 kW (231 CP),Diesel, 322.600 km,manuala,5.500 EUR (brut)
BMW 530d Aut./Xenon/Abstandtempomat/Vollleder,2011,180 kW (245 CP),Diesel, 273.000 km,automata,12.900 EUR (brut)
BMW 530d schwarz innen beige leder,2007,173 kW (235 CP),Diesel, 170.000 km,automata,8.999 EUR (brut)
BMW 525d xDrive Aut. Luxury Line,2015,118 kW (160 CP),Diesel, 138.000 km,automata,17.500 EUR (brut)
BMW 530d F-10 Aut. Navi Leder Logic7 Vollausstattung,2010,180 kW (245 CP),Diesel, 178.500 km,automata,15.950 EUR (brut)
BMW 525dA F10 Vollausstattung,2010,150 kW (204 CP),Diesel, 246.000 km,automata,11.490 EUR (brut)
BMW 530dA Limousine Navi Prof / Bi-Xenon / Standheiz,2015,190 kW (258 CP),Diesel, 141.605 km,automata,19.990 EUR (brut) 16.798 EUR (net)
